"Preference","Age_t1","Min_viewed_t1","Age_t2","Min_t2","Rec_t2","Age_t3","Min_t3"
-0.626453810742332,17.8690135343144,17.6265532360325,18.8690135343144,18.6984922995407,1,19.8690135343144,31.0116348906456
0.183643324222082,35.0331295326358,24.302049071405,36.0331295326358,29.6504289941116,1,37.0331295326358,32.3793971507701
-0.835628612410047,16.5744477092511,15.2063042510806,17.5744477092511,15.0347663775258,1,18.5744477092511,7.87412952534637
1.59528080213779,39.438249189246,31.1105241388836,40.438249189246,37.4003131530152,0,41.438249189246,44.4429675917551
0.32950777181536,38.9412363031169,28.7158964902388,39.9412363031169,29.8749767435557,0,40.9412363031169,31.4390567552409
-0.820468384118015,20.0981124683443,18.7074768531782,21.0981124683443,18.1864344257089,1,22.0981124683443,27.2476561536982
0.487429052428485,20.1586836733512,25.7209368715901,21.1586836733512,22.9484862164447,0,22.1586836733512,23.9531644027105
0.738324705129217,34.7823273429522,34.377883670669,35.7823273429522,30.6973388042313,1,36.7823273429522,41.7454074517755
0.575781351653492,32.3909152683338,29.4468251555957,33.3909152683338,36.0872362226652,1,34.3909152683338,34.602037699666
-0.305388387156356,29.1188850243981,32.2020636612177,30.1188850243981,46.8264879050884,0,31.1188850243981,35.7234530198077
1.51178116845085,23.5385998478496,34.4422700403651,24.5385998478496,37.030372949247,0,25.5385998478496,29.7457656697396
0.389843236411431,30.9163133809106,33.7999656381968,31.9163133809106,43.4556873790409,1,32.9163133809106,47.4313478652478
-0.621240580541804,28.5638395172035,21.9508207217203,29.5638395172035,28.7862271421735,0,30.5638395172035,21.1431744566193
-2.2146998871775,30.4387592391052,11.7011442259696,31.4387592391052,17.6098516556796,0,32.4387592391052,11.4280847648119
1.12493091814311,40.3931186820433,33.8176369350453,41.3931186820433,35.9470578562331,1,42.3931186820433,40.5665832599696
-0.0449336090152309,26.5235103399257,26.0275710665585,27.5235103399257,24.5477239831672,0,28.5235103399257,16.6687554667614
-0.0161902630989461,23.5286158739703,25.1931193569666,24.5286158739703,26.6411794723764,1,25.5286158739703,31.4572029501752
0.943836210685299,25.8211882690239,30.2053609868069,26.8211882690239,34.4307951645776,0,27.8211882690239,22.1889754195334
0.821221195098089,27.6982741046766,26.446294010478,28.6982741046766,28.7055109116233,1,29.6982741046766,26.8060240138309
0.593901321217509,24.854293995492,38.1750271597245,25.854293995492,39.7786747459589,1,26.854293995492,39.9793004997642
0.918977371608218,32.7425497714372,29.8290505172819,33.7425497714372,22.9121950036534,1,34.7425497714372,30.5278757666082
0.782136300731067,41.5848450878891,27.56555158515,42.5848450878891,42.8277474487775,1,43.5848450878891,46.8547967097789
0.0745649833651906,40.8296533180072,25.8582371924152,41.8296533180072,38.4521909759788,1,42.8296533180072,43.5279019556286
-1.98935169586337,33.7982311345802,22.1646713646394,34.7982311345802,14.5853591924311,0,35.7982311345802,2.50752413108808
0.61982574789471,28.0086007866721,21.7075505350835,29.0086007866721,27.5916550681755,0,30.0086007866721,29.4898255568706
-0.0561287395290008,18.450528443849,22.7747695859798,19.450528443849,19.626371429976,0,20.450528443849,20.4673949108192
-0.155795506705329,22.1305926070159,22.7327499948339,23.1305926070159,18.0643229725962,0,24.1305926070159,16.4799558693625
-1.47075238389927,20.4535903770101,17.5907327447936,21.4535903770101,12.3892148491013,0,22.4535903770101,10.8753334738218
-0.47815005510862,29.5160966971395,29.2364049848802,30.5160966971395,22.9722984838493,0,31.5160966971395,21.6370625756373
0.417941560199702,45.6001803611089,29.5111925887449,46.6001803611089,26.606703530322,0,47.6001803611089,35.0977820427514
1.35867955152904,18.8009429915497,31.7031672244542,19.8009429915497,27.7895570940625,0,20.8009429915497,26.181228816064
-0.102787727342996,20.5513449339095,25.7170057055821,21.5513449339095,29.3062898738585,0,22.5513449339095,24.3900179035149
0.387671611559369,28.0589935023218,32.7749567523503,29.0589935023218,29.2657323433849,1,30.0589935023218,36.2319878076586
-0.0538050405829051,27.0225489453317,18.5381071210628,28.0225489453317,29.2920862445674,1,29.0225489453317,31.5481829903
-1.37705955682861,25.5154933524444,28.1800236168384,26.5154933524444,17.493850990148,1,27.5154933524444,18.3971416583501
-0.41499456329968,21.9680312962078,26.1208854551279,22.9680312962078,28.3590955619223,1,23.9680312962078,25.1111324169807
-0.394289953710349,37.0713029712159,29.3315914285003,38.0713029712159,26.0979107820613,1,39.0713029712159,33.6910622540067
-0.0593133967111857,31.5483196267828,25.5675188124937,32.5483196267828,30.9262878517645,0,33.5483196267828,31.516629513791
1.10002537198388,17.8087585896365,34.0390559170818,18.8087585896365,32.5323437891406,0,19.8087585896365,30.4650572661489
0.763175748457544,27.6390158605309,34.6666252285546,28.6390158605309,34.9620155869433,1,29.6390158605309,40.1432769691881
-0.164523596253587,30.8920019060376,30.5934057248512,31.8920019060376,23.1860888310712,1,32.8920019060376,32.4574035718414
-0.253361680136508,36.4845241912163,29.3373312542327,37.4845241912163,27.9225015276729,0,38.4845241912163,25.8329961418623
0.696963375404738,18.3479472457413,29.2938627282724,19.3479472457413,34.2745510192647,1,20.3479472457413,36.4603129300795
0.556663198673657,43.6625182823971,37.1982327074048,44.6625182823971,39.426615112684,0,45.6625182823971,37.8196387856637
-0.68875569454952,17.1393642261296,20.2396422277501,18.1393642261296,20.9573935355489,1,19.1393642261296,29.007403581774
-0.70749515696212,29.7466812306947,26.1391555296989,30.7466812306947,27.2229266078576,1,31.7466812306947,26.5644120265684
0.36458196213683,23.1276809879966,25.3813743513012,24.1276809879966,23.9511150481649,1,25.1276809879966,34.0695257966172
0.768532924515416,23.4840822482554,27.9989581770403,24.4840822482554,35.2938835480958,0,25.4840822482554,28.0428002434168
